통계표코드,통계표명,항목코드,항목명,주기,단위
404Y014,4.1.1.1. 생산자물가지수(기본분류),305811AA,타이어및튜브,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),305811AA,타이어및튜브,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30581AA,타이어및튜브,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30581AA,타이어및튜브,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30581AA,타이어및튜브,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),305821AA,산업용고무제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),305821AA,산업용고무제품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),305821AA,산업용고무제품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),305822AA,기타고무제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),305822AA,기타고무제품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),305822AA,기타고무제품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30582AA,기타고무제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30582AA,기타고무제품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30582AA,기타고무제품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),3058AA,고무제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),3058AA,고무제품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),3058AA,고무제품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),305AA,화학제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),305AA,화학제품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),305AA,화학제품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306111AA,판유리및1차유리제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306111AA,판유리및1차유리제품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306111AA,판유리및1차유리제품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306112AA,전자기기용유리제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306112AA,전자기기용유리제품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306112AA,전자기기용유리제품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306113AA,산업용유리제품(전자기기용제외),A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306113AA,산업용유리제품(전자기기용제외),M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306113AA,산업용유리제품(전자기기용제외),Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306114AA,기타유리제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306114AA,기타유리제품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306114AA,기타유리제품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30611AA,유리및유리제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30611AA,유리및유리제품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30611AA,유리및유리제품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),3061AA,유리및유리제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),3061AA,유리및유리제품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),3061AA,유리및유리제품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306211AA,가정용도자기,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306211AA,가정용도자기,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306211AA,가정용도자기,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306212AA,산업용도자기,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306212AA,산업용도자기,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306212AA,산업용도자기,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306213AA,내화요업제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306213AA,내화요업제품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306213AA,내화요업제품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306214AA,건설용비내화요업제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306214AA,건설용비내화요업제품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306214AA,건설용비내화요업제품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30621AA,도자기및요업제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30621AA,도자기및요업제품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30621AA,도자기및요업제품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306221AA,시멘트,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306221AA,시멘트,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306221AA,시멘트,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30622AA,시멘트,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30622AA,시멘트,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30622AA,시멘트,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306231AA,레미콘,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306231AA,레미콘,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306231AA,레미콘,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306232AA,콘크리트제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306232AA,콘크리트제품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306232AA,콘크리트제품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30623AA,콘크리트제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30623AA,콘크리트제품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30623AA,콘크리트제품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306241AA,석회및석고제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306241AA,석회및석고제품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306241AA,석회및석고제품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306242AA,석제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306242AA,석제품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306242AA,석제품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306243AA,연마재,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306243AA,연마재,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306243AA,연마재,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306244AA,아스콘및아스팔트제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306244AA,아스콘및아스팔트제품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306244AA,아스콘및아스팔트제품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306245AA,기타비금속광물제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306245AA,기타비금속광물제품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306245AA,기타비금속광물제품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30624AA,기타비금속광물제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30624AA,기타비금속광물제품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30624AA,기타비금속광물제품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),3062AA,기타비금속광물제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),3062AA,기타비금속광물제품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),3062AA,기타비금속광물제품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306AA,비금속광물제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306AA,비금속광물제품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),306AA,비금속광물제품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307111AA,선철,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307111AA,선철,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307111AA,선철,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307112AA,합금철,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307112AA,합금철,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307112AA,합금철,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307113AA,조강,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307113AA,조강,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307113AA,조강,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30711AA,선철및조강,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30711AA,선철및조강,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30711AA,선철및조강,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307121AA,철근및봉강,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307121AA,철근및봉강,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307121AA,철근및봉강,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307122AA,형강,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307122AA,형강,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307122AA,형강,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307123AA,선재및궤조,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307123AA,선재및궤조,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307123AA,선재및궤조,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307124AA,중후판(두께3mm이상),A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307124AA,중후판(두께3mm이상),M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307124AA,중후판(두께3mm이상),Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307125AA,열연강판,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307125AA,열연강판,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307125AA,열연강판,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307126AA,강선,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307126AA,강선,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307126AA,강선,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307127AA,철강관,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307127AA,철강관,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307127AA,철강관,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30712AA,열간압연강재,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30712AA,열간압연강재,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30712AA,열간압연강재,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307131AA,냉간압연강재,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307131AA,냉간압연강재,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307131AA,냉간압연강재,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30713AA,냉간압연강재,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30713AA,냉간압연강재,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30713AA,냉간압연강재,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307141AA,표면처리강재,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307141AA,표면처리강재,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307141AA,표면처리강재,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307142AA,기타철강1차제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307142AA,기타철강1차제품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307142AA,기타철강1차제품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30714AA,기타철강1차제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30714AA,기타철강1차제품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30714AA,기타철강1차제품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),3071AA,철강1차제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),3071AA,철강1차제품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),3071AA,철강1차제품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307211AA,"동제련,정련및합금제품",A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307211AA,"동제련,정련및합금제품",M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307211AA,"동제련,정련및합금제품",Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307212AA,"알루미늄제련,정련및합금제품",A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307212AA,"알루미늄제련,정련및합금제품",M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307212AA,"알루미늄제련,정련및합금제품",Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307213AA,"연및아연제련,정련및합금제품",A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307213AA,"연및아연제련,정련및합금제품",M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307213AA,"연및아연제련,정련및합금제품",Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307214AA,금은괴,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307214AA,금은괴,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307214AA,금은괴,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307215AA,"기타비철금속제련,정련및합금제품",A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307215AA,"기타비철금속제련,정련및합금제품",M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307215AA,"기타비철금속제련,정련및합금제품",Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30721AA,비철금속괴,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30721AA,비철금속괴,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30721AA,비철금속괴,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307221AA,동1차제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307221AA,동1차제품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307221AA,동1차제품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307222AA,알루미늄1차제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307222AA,알루미늄1차제품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307222AA,알루미늄1차제품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307223AA,기타비철금속1차제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307223AA,기타비철금속1차제품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307223AA,기타비철금속1차제품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30722AA,비철금속1차제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30722AA,비철금속1차제품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30722AA,비철금속1차제품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),3072AA,비철금속괴및1차제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),3072AA,비철금속괴및1차제품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),3072AA,비철금속괴및1차제품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307311AA,금속주물,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307311AA,금속주물,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307311AA,금속주물,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30731AA,금속주물,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30731AA,금속주물,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30731AA,금속주물,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),3073AA,금속주물,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),3073AA,금속주물,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),3073AA,금속주물,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307AA,1차금속제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307AA,1차금속제품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),307AA,1차금속제품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),308111AA,건축용금속제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),308111AA,건축용금속제품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),308111AA,건축용금속제품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),308112AA,금속제탱크및압력용기,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),308112AA,금속제탱크및압력용기,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),308112AA,금속제탱크및압력용기,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),308113AA,산업용보일러및증기발생기,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),308113AA,산업용보일러및증기발생기,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),308113AA,산업용보일러및증기발생기,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30811AA,구조용금속제품및탱크,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30811AA,구조용금속제품및탱크,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30811AA,구조용금속제품및탱크,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),308121AA,금속단조및야금제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),308121AA,금속단조및야금제품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),308121AA,금속단조및야금제품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),308122AA,금속압형제품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),308122AA,금속압형제품,M,2020=100
